,Target,Source
0,How do you know when your garage door opener is going bad?,Query: How do you know when your garage door opener is going bad? |||| Context:  |||| Reformulation: 
1,Now my garage door opener stopped working. Why?,Query: Now it stopped working. Why? |||| Context: How do you know when your garage door opener is going bad? |||| Reformulation: 
2,How much does it cost for someone to repair a garage door opener?,Query: How much does it cost for someone to fix it? |||| Context: Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
3,How much does it cost to replace a garage door opener?,Query: How about replacing it instead? |||| Context: How much does it cost for someone to repair a garage door opener? ||| Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
4,How do I choose a new garage door opener?,Query: How do I choose a new one? |||| Context: How much does it cost to replace a garage door opener? ||| How much does it cost for someone to repair a garage door opener? ||| Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
5,What does a smart garage door opener do?,Query: What does a smart one do? |||| Context: How do I choose a new garage door opener? ||| How much does it cost to replace a garage door opener? ||| How much does it cost for someone to repair a garage door opener? ||| Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
6,What's important for me to know about the safety of smart garage door openers?,Query: What's important for me to know about their safety? |||| Context: What does a smart garage door opener do? ||| How do I choose a new garage door opener? ||| How much does it cost to replace a garage door opener? ||| How much does it cost for someone to repair a garage door opener? ||| Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
7,How could smart garage door openers be hacked?,Query: How could they be hacked? |||| Context: What's important for me to know about the safety of smart garage door openers? ||| What does a smart garage door opener do? ||| How do I choose a new garage door opener? ||| How much does it cost to replace a garage door opener? ||| How much does it cost for someone to repair a garage door opener? ||| Now my garage door opener stopped working. Why? ||| How do you know when your garage door opener is going bad? |||| Reformulation: 
0,I would like to learn about GMO Food labeling.,Query: I would like to learn about GMO Food labeling. |||| Context:  |||| Reformulation: 
1,What are the pros and cons of GMO food labeling?,Query: What are the pros and cons? |||| Context: I would like to learn about GMO Food labeling. |||| Reformulation: 
2,What are the cons of GMO food labeling?,Query: And what about the cons? |||| Context: What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
3,What are the GMO food labeling rules in the EU?,Query: What are the EU rules? |||| Context: What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
4,Tell me about traceability tools for GMO foods in the EU.,Query: Tell me more about traceability tools. |||| Context: What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
5,What is the role of Co-Extra in GMO food traceability in the EU?,Query: What is the role of Co-Extra? |||| Context: Tell me about traceability tools for GMO foods in the EU. ||| What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
6,How is food tested for GMO contamination?,Query: How is testing done for contamination? |||| Context: What is the role of Co-Extra in GMO food traceability in the EU? ||| Tell me about traceability tools for GMO foods in the EU. ||| What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
7,What's the difference between the European Union and United States approaches to testing for GMO food contamination?,Query: What's the difference between the European and US approaches? |||| Context: How is food tested for GMO contamination? ||| What is the role of Co-Extra in GMO food traceability in the EU? ||| Tell me about traceability tools for GMO foods in the EU. ||| What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
8,How does the DNA-based method work for testing GMO contamination.,Query: How does the DNA-based method work? |||| Context: What's the difference between the European Union and United States approaches to testing for GMO food contamination? ||| How is food tested for GMO contamination? ||| What is the role of Co-Extra in GMO food traceability in the EU? ||| Tell me about traceability tools for GMO foods in the EU. ||| What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
9,How could Co-Extra improve DNA-based testing for GMO contamination?,Query: How could Co-Extra improve it? |||| Context: How does the DNA-based method work for testing GMO contamination. ||| What's the difference between the European Union and United States approaches to testing for GMO food contamination? ||| How is food tested for GMO contamination? ||| What is the role of Co-Extra in GMO food traceability in the EU? ||| Tell me about traceability tools for GMO foods in the EU. ||| What are the GMO food labeling rules in the EU? ||| What are the cons of GMO food labeling? ||| What are the pros and cons of GMO food labeling? ||| I would like to learn about GMO Food labeling. |||| Reformulation: 
0,What are some interesting facts about bees?,Query: What are some interesting facts about bees? |||| Context:  |||| Reformulation: 
1,Why doesn't honey spoil?,Query: Why doesn't it spoil? |||| Context: What are some interesting facts about bees? |||| Reformulation: 
2,Why are so many bees dying?,Query: Why are so many dying? |||| Context: Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
3,What can be done to stop bees from dying?,Query: What can be done to stop it? |||| Context: Why are so many bees dying? ||| Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
4,What has happened to bee habitat?,Query: What has happened to their habitat? |||| Context: What can be done to stop bees from dying? ||| Why are so many bees dying? ||| Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
5,What can I do to help provide a habitat for bees?,Query: What can I do to help with the problem? |||| Context: What has happened to bee habitat? ||| What can be done to stop bees from dying? ||| Why are so many bees dying? ||| Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
6,What is the cause of colony collapse disorder?,Query: What is the cause of CCD? |||| Context: What can I do to help provide a habitat for bees? ||| What has happened to bee habitat? ||| What can be done to stop bees from dying? ||| Why are so many bees dying? ||| Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
7,What would happen if the bees died out?,Query: What would happen if they died out? |||| Context: What is the cause of colony collapse disorder? ||| What can I do to help provide a habitat for bees? ||| What has happened to bee habitat? ||| What can be done to stop bees from dying? ||| Why are so many bees dying? ||| Why doesn't honey spoil? ||| What are some interesting facts about bees? |||| Reformulation: 
0,How does seed investment work for startups?,Query: How does seed investment work for startups? |||| Context:  |||| Reformulation: 
1,Tell me more about angel investment rounds.,Query: Tell me more about angel rounds. |||| Context: How does seed investment work for startups? |||| Reformulation: 
2,How does an angel investment round compare with crowdfunding?,Query: How does it compare with crowdfunding? |||| Context: Tell me more about angel investment rounds. ||| How does seed investment work for startups? |||| Reformulation: 
3,How much is a typical A series investment round?,Query: How much is a typical A series round? |||| Context: How does an angel investment round compare with crowdfunding? ||| Tell me more about angel investment rounds. ||| How does seed investment work for startups? |||| Reformulation: 
4,What are the risks of investing in startups?,Query: What are the risks of investing? |||| Context: How much is a typical A series investment round? ||| How does an angel investment round compare with crowdfunding? ||| Tell me more about angel investment rounds. ||| How does seed investment work for startups? |||| Reformulation: 
5,What are the different types of instruments used by Venture Capitalists?,Query: What are the different types of instruments used by VCs? |||| Context: What are the risks of investing in startups? ||| How much is a typical A series investment round? ||| How does an angel investment round compare with crowdfunding? ||| Tell me more about angel investment rounds. ||| How does seed investment work for startups? |||| Reformulation: 
0,How much does a Lamborghini cost?,Query: How much does a used Lamborghini cost? |||| Context:  |||| Reformulation: 
1,How does a Lamborghini compare to a Ferrari?,Query: How does it compare to a Ferrari? |||| Context: How much does a Lamborghini cost? |||| Reformulation: 
2,Interesting. How much does a pimped-out food truck cost?,Query: Interesting. What about for a pimped-out food truck? |||| Context: How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
3,What licenses and permits are needed for a food truck?,Query: What licenses and permits are needed? |||| Context: Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
4,What makes a good food truck location?,Query: What makes a good location? |||| Context: What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
5,What is a typical day like running a food truck?,Query: What is a typical day like? |||| Context: What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
6,How can I run a successful food truck?,Query: How can I run it successfully? |||| Context: What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
7,What are some good examples of successful food trucks to learn from?,Query: What are some good examples to learn from? |||| Context: How can I run a successful food truck? ||| What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
8,"Besides inventive flavors, what made Kogi successful?","Query: Besides inventive flavors, what made it successful? |||| Context: What are some good examples of successful food trucks to learn from? ||| How can I run a successful food truck? ||| What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: "
0,What is the climate like in Utah?,Query: What is the climate like in Utah? |||| Context:  |||| Reformulation: 
1,How does the climate of Salt Lake City differ from Utah overall?,Query: How does Salt Lake City differ? |||| Context: What is the climate like in Utah? |||| Reformulation: 
2,What is the main economic activity of Salt Lake City?,Query: What is its main economic activity? |||| Context: How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
3,What was the impact of the 2002 olympic winter games on the economy of Salt Lake City?,Query: What was the impact of the 2002 games? |||| Context: What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
4,What were important ski locations used in the 2002 olympic winter games?,Query: What were important ski locations used? |||| Context: What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
5,What are the important non-ski events that happen in Salt Lake City?,Query: What are the important non-ski events that happen in the city? |||| Context: What were important ski locations used in the 2002 olympic winter games? ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
6,What are some popular non-winter things to do in the Salt Lake City area?,Query: What about some popular non-winter things to do in the area? |||| Context: What are the important non-ski events that happen in Salt Lake City? ||| What were important ski locations used in the 2002 olympic winter games? ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
0,What are the different types of orange trees?,Query: What are the different types of orange trees? |||| Context:  |||| Reformulation: 
1,How can you tell different types of orange trees apart?,Query: How can you tell them apart? |||| Context: What are the different types of orange trees? |||| Reformulation: 
2,What type of orange tree has thorns?,Query: What type has thorns? |||| Context: How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
3,Where do orange trees originally come from?,Query: Where do they originally come from? |||| Context: What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
4,Tell me about the Hamlin orange variety.,Query: Tell me about the Hamlin variety. |||| Context: Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
5,Why did the Hamlin orange replace the Parson Brown variety?,Query: Why did it replace PB? |||| Context: Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
6,What are the different types of navel oranges?,Query: What are the different types of navels? |||| Context: Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
7,Which type of navel orange is the most delicious?,Query: Which is the most delicious? |||| Context: What are the different types of navel oranges? ||| Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
8,How do cara cara oranges compare with blood oranges?,Query: How do they compare with blood oranges? |||| Context: Which type of navel orange is the most delicious? ||| What are the different types of navel oranges? ||| Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
0,Can I have some information on the labor systems of the Ottoman Empire?,Query: Can I have some information on the labor systems of the Ottoman Empire? |||| Context:  |||| Reformulation: 
1,What was the role of slavery in the labor system of the Ottoman Empire?,Query: What was the role of slavery? |||| Context: Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
2,How did the Ottoman Empire govern?,Query: How did it govern? |||| Context: What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
3,Why was the Ottoman Empire important?,Query: Why was it important? |||| Context: How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
4,What was the culture like in the Ottoman Empire?,Query: What was the culture like? |||| Context: Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
5,What was the role of storytellers in the culture of the Ottoman Empire?,Query: What was the role of storytellers? |||| Context: What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
6,What were popular stories told by meddahs in the Ottoman Empire?,Query: What were popular stories? |||| Context: What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
7,What was the importance of the confessional millet system to the Ottoman Empire?,Query: What was the importance of the millet? |||| Context: What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
8,Why did the British continue the confessional millet system from the Ottoman Empire?,Query: Why did the British continue it? |||| Context: What was the importance of the confessional millet system to the Ottoman Empire? ||| What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
9,What is the historical importance of the confessional millet system in the development of national identities?,Query: What is its historical importance in developing national identities? |||| Context: Why did the British continue the confessional millet system from the Ottoman Empire? ||| What was the importance of the confessional millet system to the Ottoman Empire? ||| What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
0,What is the relationship between predator and prey?,Query: What is the relationship between predator and prey? |||| Context:  |||| Reformulation: 
1,What do predator plants eat?,Query: What do predator plants eat? |||| Context: What is the relationship between predator and prey? |||| Reformulation: 
2,What do Venus flytraps eat?,Query: What about Venus flytraps in particular? |||| Context: What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
3,Where is the Venus flytrap native to?,Query: Where is it native to? |||| Context: What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
4,How do Venus flytraps attract and catch their prey?,Query: How do they attract and catch their prey? |||| Context: Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
5,What other carnivorous plants are native to North and South Carolina?,Query: What are other similar plants from its native area? |||| Context: How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
6,How do populations of predators and prey relate?,Query: How do populations of predators and prey relate? |||| Context: What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
7,Why would the roles of predator and prey reverse?,Query: Why would the roles reverse? |||| Context: How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
8,How do predators and prey influence biodiversity?,Query: How does the relationship influence biodiversity? |||| Context: Why would the roles of predator and prey reverse? ||| How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
9,What are examples of apex predators?,Query: What are examples of these predators? |||| Context: How do predators and prey influence biodiversity? ||| Why would the roles of predator and prey reverse? ||| How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
